lot_id,tray_id,rta1_tat,hta1_tat,rta2_tat,ocv1_tat,c1_tat,dc1_tat,c2_tat,dc2_tat,c3_tat,dc3_tat,c4_tat,ocv2_tat,pg1_tat,pc1_tat,sa1_tat,socv1_tat,sa2_tat,socv2_tat,sa3_tat,socv3_tat
LOT-111,TRAY-1400,210106,87286,94965,118,3576,406,448,405,1777,3892,3488,118,289,291,42859,5,345304,5,209050,5
LOT-111,TRAY-1410,206775,87153,94851,118,3558,405,455,404,1814,3880,3473,117,280,281,42889,5,345128,5,208873,6
LOT-111,TRAY-1416,207320,86501,94656,119,3549,405,454,405,1715,3882,3439,118,290,292,42912,5,344986,5,209627,5
LOT-111,TRAY-1417,207066,87618,93708,119,3551,404,450,405,2424,3884,4092,118,290,292,42997,5,345035,5,209538,5
LOT-111,TRAY-1424,206780,86500,93822,118,3567,405,445,405,1638,3886,3363,118,290,291,43000,5,356894,5,209623,5
LOT-111,TRAY-1432,208926,87921,91126,118,3554,405,450,404,1810,3883,3534,118,289,291,42984,5,344968,5,209581,8
LOT-111,TRAY-1433,208791,87824,89433,118,3570,405,452,404,1798,3885,3520,118,290,291,43074,5,349339,5,209331,5
LOT-111,TRAY-1438,208812,87983,90590,118,3554,405,450,405,1795,3881,3451,118,290,290,42991,5,345129,5,209619,6
LOT-111,TRAY-1440,209209,87993,90345,118,3567,404,446,404,1773,3888,3459,119,289,291,43072,5,347073,5,209238,5
LOT-111,TRAY-1441,209239,87993,90365,119,3562,406,447,406,1592,3879,3438,118,290,291,42967,8,345154,6,208593,6
LOT-111,TRAY-1443,209553,86515,91503,118,3612,405,450,404,1502,3917,3502,117,290,291,42937,5,357508,5,209469,5
LOT-111,TRAY-1444,209553,86514,91502,118,3559,405,450,405,1420,3892,3422,118,290,291,42937,5,357508,5,209469,5
LOT-111,TRAY-1446,209241,87950,90394,118,3642,405,449,405,1640,3904,3372,118,290,291,42998,5,345363,5,208737,6
LOT-111,TRAY-1447,216615,86490,86520,119,3573,405,449,405,1871,3904,3529,118,279,281,43047,5,357367,5,207857,6
LOT-111,TRAY-1448,216615,86490,86520,119,3563,405,459,404,1729,3883,3431,118,290,291,43056,5,354070,5,209412,6
LOT-111,TRAY-1452,216417,86458,86436,119,3551,404,449,405,1769,3880,3519,118,290,290,43015,6,357119,5,209513,5
LOT-111,TRAY-1453,216408,86473,86222,119,3606,404,450,405,1671,3948,3402,118,290,291,42969,5,356091,5,209526,5
LOT-111,TRAY-1454,216408,86473,86222,119,3555,404,449,404,1711,3880,3442,118,290,290,42970,5,356091,5,209526,5
LOT-111,TRAY-1455,209700,87907,90051,118,3560,405,453,405,1797,3891,3474,117,289,291,42966,5,347625,4,208334,6
LOT-111,TRAY-1456,209700,87907,90051,118,3559,405,445,405,1784,3887,3489,118,290,291,41925,5,347345,5,209366,5
LOT-111,TRAY-1457,209173,87979,90180,118,3575,404,453,405,1865,3890,3489,118,290,290,43008,5,346447,5,209157,5
LOT-111,TRAY-1459,215863,86460,86164,118,3556,405,443,405,1749,3884,3434,118,289,291,42971,5,354258,5,209572,6
LOT-111,TRAY-1460,215862,86461,86163,118,3568,405,439,405,1642,3888,3397,117,278,280,42971,5,354258,5,209572,6
LOT-111,TRAY-1461,209445,87972,89829,118,3546,405,455,405,1858,3877,3493,118,290,291,42874,5,346272,5,209335,5
LOT-111,TRAY-1462,209445,87972,89830,118,3552,404,448,405,1805,3880,3437,118,290,291,41924,5,347344,5,209366,5
LOT-111,TRAY-1464,209823,87862,89521,118,3555,405,441,405,1824,3891,3487,118,290,290,43007,5,347532,5,208513,6
LOT-111,TRAY-1465,210586,87225,89579,119,3560,405,443,406,1685,3884,3424,118,280,280,43006,5,347532,5,208513,6
LOT-111,TRAY-1466,210587,87224,89579,118,3562,405,442,404,1568,3887,3360,118,290,291,42875,5,346271,5,209335,5
LOT-111,TRAY-1467,209923,87592,89459,118,3574,405,442,405,1751,3891,3499,118,290,291,42905,5,357556,6,210365,5
LOT-111,TRAY-1479,216400,86450,83766,118,3558,405,443,405,1691,3880,3384,118,290,290,42728,5,358185,6,209547,5
LOT-111,TRAY-1480,216400,86450,83766,119,3573,405,446,405,1803,3889,3539,118,290,290,42728,5,358186,6,209547,5
LOT-111,TRAY-1483,216115,86472,83603,118,3562,404,443,404,1774,3882,3451,118,290,290,42887,5,354454,5,209546,5
LOT-111,TRAY-1495,210923,86510,87504,118,3560,405,444,405,1681,3884,3348,118,290,291,43068,5,349220,6,209184,5
LOT-111,TRAY-1501,216685,86452,95908,119,3566,405,439,404,1698,3895,3377,118,289,291,42894,5,352900,6,209460,6
LOT-111,TRAY-1503,214794,86457,95984,118,3579,405,450,405,1660,3892,3355,118,290,290,42980,5,352275,9,209486,6
LOT-111,TRAY-1506,216403,86483,95884,118,3554,404,446,405,1789,3880,3418,118,290,292,42894,5,352900,6,209460,6
LOT-111,TRAY-1507,215162,86480,95981,119,3575,405,445,405,1624,3887,3308,118,280,280,43107,5,355627,5,209470,5
LOT-111,TRAY-1513,214666,86471,96048,117,3568,406,447,405,1709,3892,3508,117,290,290,43060,5,352926,5,209464,6
LOT-111,TRAY-1516,215015,86458,96026,118,3575,405,447,405,1683,3892,3401,118,290,290,43061,5,352925,5,209465,6
LOT-112,TRAY-1414,207263,87807,94920,119,3556,405,452,405,1706,3886,3404,118,290,291,42888,5,346136,5,209417,8
LOT-112,TRAY-1415,207320,86501,94656,119,3555,405,457,405,1848,3881,3553,118,280,280,42901,5,345234,5,209315,6
LOT-112,TRAY-1425,207402,87541,92773,118,3561,405,442,405,1776,3890,3467,118,289,290,43011,5,348770,5,181570,5
LOT-112,TRAY-1442,209238,87993,90365,118,3557,404,448,405,1542,3877,3477,117,290,291,42966,8,345155,6,208594,6
LOT-112,TRAY-1451,216417,86459,86436,119,3559,405,453,405,1893,3882,3493,117,290,291,43015,6,357119,5,209513,5
LOT-112,TRAY-1458,209173,87979,90181,118,3549,405,451,404,1812,3877,3493,118,290,291,43008,5,346447,5,209157,5
LOT-112,TRAY-1463,209824,87862,89521,119,3556,404,439,405,1705,3881,3451,118,290,291,42889,5,348016,5,209117,6
LOT-112,TRAY-1468,209923,87593,89459,118,3562,405,442,405,1696,3887,3422,118,290,291,42890,5,348016,5,209117,6
LOT-112,TRAY-1469,215837,86537,85351,118,3556,405,457,405,1774,3888,3429,118,290,290,42895,5,354328,5,209211,5
LOT-112,TRAY-1471,210518,86472,89660,119,3560,405,448,405,1738,3876,3326,117,290,290,42966,5,347625,4,208334,6
LOT-112,TRAY-1474,211922,86452,87991,119,3562,406,444,404,1661,3880,3423,117,289,291,42967,5,353752,5,209080,6
LOT-112,TRAY-1475,211786,86474,88300,118,3555,405,448,405,1859,3874,3591,118,290,291,42962,5,349701,5,209521,6
LOT-112,TRAY-1476,211785,86474,88299,118,3546,404,449,404,1906,3874,3577,117,290,292,43063,5,350256,5,206083,5
LOT-112,TRAY-1477,211499,86447,88272,118,3578,405,450,405,1703,3887,3398,118,280,281,42956,5,348940,5,208594,6
LOT-112,TRAY-1481,211210,86474,88263,118,3555,404,450,405,1849,3878,3591,118,289,290,42966,5,353753,5,209080,6
LOT-112,TRAY-1482,211209,86475,88263,119,3553,405,443,406,1888,3878,3572,118,290,290,43063,5,350256,5,206083,6
LOT-112,TRAY-1484,216114,86473,83603,118,3555,404,443,404,1781,3888,3442,118,291,290,42887,5,354454,5,209546,5
LOT-112,TRAY-1485,215967,86480,83624,118,3559,406,445,405,1664,3887,3357,118,290,291,43008,6,357270,6,208487,6
LOT-112,TRAY-1488,210688,86452,88263,118,3547,404,448,404,1751,3879,3461,118,290,290,42962,5,349701,5,209521,6
LOT-112,TRAY-1489,210878,86455,87244,119,3557,406,445,405,1731,3884,3477,117,290,291,42570,5,355171,5,209546,5
LOT-112,TRAY-1490,210877,86455,87244,119,3580,405,443,404,1805,3905,3514,118,290,292,42570,5,355172,5,209547,5
LOT-112,TRAY-1491,215658,86451,96308,118,3565,404,446,404,1762,3890,3426,118,290,291,42926,5,351969,5,209584,5
LOT-112,TRAY-1492,215658,86451,96307,118,3559,405,447,404,1764,3878,3487,117,290,291,43066,5,353518,5,209519,6
LOT-112,TRAY-1493,210409,86460,88034,119,3571,405,444,405,1805,3891,3478,117,290,290,43073,5,349338,5,209331,5
LOT-112,TRAY-1494,210409,86460,88033,117,3577,405,442,404,1619,3900,3444,119,290,291,43115,5,355501,5,209349,5
LOT-112,TRAY-1496,210923,86509,87504,118,3569,406,442,405,1679,3890,3438,117,290,291,43069,5,349221,6,209184,5
LOT-112,TRAY-1497,215652,86473,96064,120,3561,405,442,405,1742,3882,3397,118,290,291,43107,5,355627,5,209469,5
LOT-112,TRAY-1498,215652,86473,96064,118,3555,406,446,405,1714,3883,3464,118,291,290,43019,5,353944,5,209489,5
LOT-112,TRAY-1499,215019,86448,96234,118,3571,405,446,405,1443,3883,3408,117,289,292,42998,5,353003,5,209513,6
LOT-112,TRAY-1500,215019,86447,96234,118,3581,405,449,405,2061,3892,3637,118,290,290,42987,8,352744,9,209582,9
LOT-112,TRAY-1502,216684,86453,95908,118,3570,405,445,405,1801,3877,3478,119,290,291,43101,5,353351,6,209543,5
LOT-112,TRAY-1505,216403,86483,95883,118,3562,404,446,404,1802,3887,3471,117,290,291,43101,5,353351,6,209543,5
LOT-112,TRAY-1510,216570,86604,95834,119,3551,405,449,405,1729,3887,3436,118,290,291,43000,8,351035,5,209527,5
LOT-112,TRAY-1511,214312,86475,96123,119,3560,405,448,405,1764,3889,3440,119,289,291,43066,5,353519,5,209519,6
LOT-112,TRAY-1512,214311,86475,96123,118,3568,405,449,405,1688,3911,3457,118,290,290,42979,5,352274,8,209484,6
LOT-112,TRAY-1514,214666,86470,96047,118,3566,405,444,405,1895,3896,3514,118,290,291,42906,5,352120,5,209452,5
LOT-112,TRAY-1515,215015,86458,96026,118,3580,405,446,405,1735,3890,3433,117,290,291,42907,5,352121,5,209452,5
LOT-112,TRAY-1519,216815,86486,95896,118,3580,404,453,404,1999,3891,3577,118,290,290,43014,5,352792,8,209514,5
LOT-112,TRAY-1520,216814,86487,95896,118,3576,405,454,405,1776,3891,3510,118,290,291,43076,5,350734,6,209580,6
LOT-113,TRAY-1521,214721,86478,96196,118,3551,405,446,405,1849,3887,3515,118,290,292,43011,6,352654,5,209592,6
LOT-113,TRAY-1522,214721,86478,96195,118,3555,405,457,405,1775,3888,3490,117,290,291,43046,5,351378,5,209432,5
LOT-113,TRAY-1523,216577,86468,96039,119,3574,404,451,406,1697,3901,3473,119,290,291,43029,5,351363,9,209540,5
LOT-113,TRAY-1524,216577,86468,96041,119,3555,405,450,405,1710,3889,3437,118,290,290,43029,5,351364,9,209541,5
LOT-113,TRAY-1525,214880,86610,95764,118,3561,405,457,405,1756,3887,3379,118,291,291,42908,5,354800,5,209571,6
LOT-113,TRAY-1526,214880,86609,95764,118,3556,405,445,405,1687,3882,3383,117,291,290,43047,5,351379,5,209432,5
LOT-113,TRAY-1527,214698,86488,95963,118,3558,406,465,405,1887,3883,3474,118,291,291,42938,13,352842,5,209520,6
LOT-113,TRAY-1528,214698,86488,95964,118,3554,405,446,404,1798,3888,3428,117,290,290,42907,5,354799,5,209571,6
LOT-113,TRAY-1529,214958,86485,95901,118,3558,405,460,404,1784,3884,3404,118,290,291,42917,6,352932,6,209593,5
LOT-113,TRAY-1530,214958,86485,95901,118,3556,405,442,404,1771,3885,3466,118,290,291,42939,13,352842,5,209521,6
LOT-113,TRAY-1531,214642,86482,96020,118,3560,405,449,405,1703,3883,3452,117,291,290,43001,4,352774,6,209478,6
LOT-113,TRAY-1532,214641,86482,96020,118,3559,404,451,404,1748,3888,3468,118,280,279,42995,7,351345,5,209478,5
LOT-113,TRAY-1533,214567,86477,95941,118,3557,405,447,405,1769,3882,3418,119,291,291,42995,8,351345,5,209478,5
LOT-113,TRAY-1534,214566,86477,95942,118,3548,405,450,405,1813,3879,3443,117,290,291,43011,6,352655,5,209593,6
LOT-113,TRAY-1535,214797,86483,96042,118,3557,405,448,405,1778,3884,3502,118,290,290,43002,5,351354,5,209468,5
LOT-113,TRAY-1536,214796,86483,96042,119,3570,405,451,405,1854,3878,3498,119,290,290,42913,6,351123,5,209527,5
LOT-113,TRAY-1537,214653,86484,95917,118,3553,404,445,405,1817,3879,3518,119,280,280,42917,6,352932,6,209593,5
LOT-113,TRAY-1538,214653,86483,95916,118,3555,405,447,404,1696,3880,3429,118,290,291,43075,5,350734,6,209580,6
LOT-113,TRAY-1539,214305,86472,95861,119,3547,405,451,404,1824,3881,3473,118,290,291,42951,5,352868,9,209460,6
LOT-113,TRAY-1540,214305,86472,95861,118,3547,404,449,404,1829,3882,3501,118,289,291,42951,5,352869,9,209460,6
LOT-113,TRAY-1541,214739,86492,95921,118,3564,405,458,405,1687,3878,3417,118,290,291,43002,5,351353,5,209468,5
LOT-113,TRAY-1542,214739,86493,95921,119,3554,404,467,405,1656,3876,3313,117,290,291,42912,6,351124,5,209526,5
LOT-113,TRAY-1543,215323,86480,96102,118,3556,405,451,405,1763,3879,3472,119,290,291,42897,5,351129,6,209503,8
LOT-113,TRAY-1544,215323,86481,96101,117,3553,405,452,405,1685,3883,3422,118,290,290,42750,5,352234,5,209545,6
LOT-113,TRAY-1545,214750,86462,95805,118,3560,405,446,404,1798,3890,3521,118,290,291,43014,5,352792,8,209515,5
LOT-113,TRAY-1548,214827,86460,95855,118,7071,404,487,404,1821,7664,4999,118,278,283,43050,6,347391,5,209544,6
LOT-113,TRAY-1549,214306,86568,95851,118,3562,405,450,405,1673,3880,3406,117,290,290,42966,6,352853,8,209455,5
LOT-113,TRAY-1551,214572,86511,96064,117,3554,405,452,405,1767,3882,3388,119,289,290,42701,6,352357,5,209564,6
LOT-113,TRAY-1553,214386,86532,95920,118,3579,405,453,405,1730,3899,3551,118,290,290,42920,5,351138,6,209633,5
LOT-113,TRAY-1555,214934,86460,96147,119,3550,405,451,405,1749,3882,3391,118,290,291,42966,13,352139,5,209492,5
LOT-113,TRAY-1558,214115,86482,95871,118,3556,404,446,404,1777,3886,3430,118,290,290,43004,6,350255,5,209557,6
LOT-113,TRAY-1559,214738,86464,95842,118,3556,405,444,406,1751,3881,3462,117,290,292,42860,5,352759,8,209488,5
LOT-113,TRAY-1564,212690,86466,95898,118,3562,405,442,405,1530,3877,3423,118,279,280,43002,6,350255,5,209557,6
LOT-113,TRAY-1566,212605,86467,95974,119,7094,404,509,404,1885,7677,5720,118,279,280,42982,5,344375,6,209553,6
LOT-113,TRAY-1570,211989,86569,95989,118,3557,404,450,404,1731,3882,3379,118,289,291,42918,5,352328,5,209520,5
LOT-113,TRAY-1571,212205,86540,96041,118,3569,405,455,404,1782,3882,3447,118,290,291,42993,5,351401,5,209452,6
LOT-113,TRAY-1574,211981,86650,95863,118,3539,405,455,405,1822,3871,3402,117,290,291,42920,5,351139,6,209635,5
LOT-113,TRAY-1580,211746,86660,95895,119,3559,405,449,405,1824,3895,3501,117,269,270,43079,6,352010,6,209594,6
LOT-113,TRAY-1586,211400,86554,96310,119,3576,405,453,405,1691,3888,3458,118,290,290,41189,5,351528,5,209503,5
LOT-113,TRAY-1608,210398,86697,101857,119,3560,405,444,405,1691,3877,3386,118,290,290,42984,5,347450,6,209482,5
LOT-114,TRAY-1546,214750,86462,95805,119,3554,405,446,405,1668,3883,3412,118,290,289,43000,4,352774,6,209477,6
LOT-114,TRAY-1547,214828,86461,95855,118,3557,404,446,404,1748,3885,3465,117,291,290,43000,5,352938,5,209558,5
LOT-114,TRAY-1550,214306,86568,95852,118,3569,405,448,405,1719,3887,3496,118,290,290,42964,6,352853,8,209455,5
LOT-114,TRAY-1552,214573,86512,96063,119,3551,405,463,405,1739,3885,3483,118,291,291,43048,5,352388,5,209573,6
LOT-114,TRAY-1554,214385,86531,95919,118,3560,404,451,405,1619,3883,3439,117,290,290,43060,6,352458,5,209545,6
LOT-114,TRAY-1556,214933,86460,96147,119,3558,405,453,405,1754,3887,3440,118,289,292,42966,13,352139,5,209492,5
LOT-114,TRAY-1557,214114,86483,95871,118,3569,404,454,405,1777,3891,3560,118,290,290,43047,5,352388,5,209573,6
LOT-114,TRAY-1561,213001,86489,95841,118,3560,405,462,404,1737,3878,3409,117,290,291,42748,5,352233,5,209545,6
LOT-114,TRAY-1562,213002,86489,95841,118,3560,405,454,405,1827,3891,3468,118,290,290,42701,5,352359,5,209565,6
LOT-114,TRAY-1563,212689,86465,95897,118,3559,405,450,405,1634,3878,3486,117,280,280,43060,5,352457,5,209545,6
LOT-114,TRAY-1565,212606,86466,95973,119,3554,404,446,406,1790,3886,3498,118,279,280,43002,5,352938,6,209558,5
LOT-114,TRAY-1567,212044,86556,95954,118,3569,405,447,403,1842,3900,3531,118,290,291,42928,5,350802,6,209431,5
LOT-114,TRAY-1568,212044,86557,95954,118,3551,405,449,404,1779,3866,3466,117,291,290,42928,5,350802,5,209431,5
LOT-114,TRAY-1569,211989,86570,95990,118,3549,404,453,404,1697,3886,3364,118,290,291,42918,5,352328,5,209520,5
LOT-114,TRAY-1572,212205,86539,96040,119,3563,405,449,405,1757,3881,3461,118,290,291,42914,5,352272,9,209515,5
LOT-114,TRAY-1573,211981,86650,95864,118,3558,404,457,405,1748,3882,3442,118,291,291,42992,5,351401,5,209452,6
LOT-114,TRAY-1576,211974,86652,95943,118,3556,404,449,405,1724,3891,3504,118,290,292,43011,5,349956,5,209563,6
LOT-114,TRAY-1579,211746,86660,95894,118,3553,404,447,405,1759,3884,3467,118,290,290,42989,5,353479,5,209439,5
LOT-114,TRAY-1581,211688,86740,96026,119,3567,405,443,405,1620,3890,3447,118,290,290,43019,6,350952,5,209553,5
LOT-114,TRAY-1582,211688,86739,96026,117,3568,405,446,404,1688,3890,3477,119,279,280,42989,5,353480,5,209439,5
LOT-114,TRAY-1583,211389,86544,96083,118,3594,405,451,405,1672,3894,3441,118,290,290,43019,6,350951,5,209553,5
LOT-114,TRAY-1584,211389,86543,96083,118,3564,405,447,405,1734,3893,3433,117,290,291,43079,6,352011,6,209594,5
LOT-114,TRAY-1585,211400,86554,96310,119,3559,405,446,405,1693,3887,3448,117,291,290,43011,5,349957,5,209563,6
LOT-114,TRAY-1588,211339,86729,96014,118,3549,406,705,405,7178,3868,6629,118,290,291,42963,6,345700,5,209426,6
LOT-114,TRAY-1589,211091,86552,96376,118,7215,405,476,405,1770,7688,5861,117,269,270,42900,5,344346,6,209333,5
LOT-114,TRAY-1590,211091,86552,96376,118,3565,405,446,404,1705,3885,3512,118,290,291,42960,5,349578,5,209451,5
LOT-114,TRAY-1594,210952,86513,99585,119,3560,405,457,405,1866,3877,3527,118,290,290,42962,5,349579,5,209452,5
LOT-114,TRAY-1596,210967,86665,100897,118,3556,404,455,404,1787,3879,3478,117,290,290,42998,5,348267,5,209620,8
LOT-114,TRAY-1598,210796,86512,100482,118,3593,404,452,404,1715,3929,3231,118,279,280,43004,5,348683,6,209622,6
LOT-114,TRAY-1599,210600,86519,100580,118,3587,404,446,405,1840,3904,3525,118,279,280,42998,5,348267,5,209618,8
LOT-114,TRAY-1604,210527,86493,100987,119,3550,404,450,405,1841,3884,3466,118,290,290,41901,5,347302,6,209536,5
LOT-114,TRAY-1606,210505,86497,101474,118,3548,405,448,405,1852,3879,3509,118,290,289,42987,5,347567,5,209489,6
LOT-114,TRAY-1607,210398,86696,101857,118,3567,405,458,405,1871,3877,3500,118,290,290,43052,6,347391,5,209543,6
LOT-114,TRAY-1610,210360,86500,101723,118,3574,404,456,405,1870,3900,3504,117,290,291,42984,5,347449,6,209482,5
LOT-114,TRAY-1615,209924,86656,103433,119,3554,404,451,405,1830,3874,3475,118,290,291,42962,6,345700,5,209425,6
LOT-114,TRAY-1619,209350,86479,103074,119,3564,405,450,405,1695,3883,3436,118,269,270,42942,6,346609,8,209385,6
LOT-114,TRAY-1620,209350,86479,103074,118,3567,405,452,405,1831,3881,3466,118,290,291,42943,6,346609,8,209385,6
LOT-114,TRAY-1632,209051,86556,104997,118,3560,405,452,405,1758,3879,3417,118,290,291,42971,5,343393,5,209313,6
LOT-114,TRAY-1637,208645,86483,105115,118,3551,404,445,404,1847,3873,3446,118,280,279,42946,14,344647,8,209139,6
LOT-114,TRAY-1665,207614,86471,107142,118,3541,405,448,405,1886,3871,3424,118,290,291,42851,5,345784,5,209100,5
LOT-115,TRAY-1560,214737,86464,95842,117,3552,405,451,405,1877,3882,3580,118,290,290,42859,5,352758,8,209488,5
LOT-115,TRAY-1575,211974,86651,95943,118,3542,404,457,405,2403,3875,4080,118,279,281,41188,5,351526,6,209502,5
LOT-115,TRAY-1577,211773,86548,95984,118,3558,404,454,404,1799,3882,3536,117,290,291,42897,5,351130,6,209503,8
LOT-115,TRAY-1578,211773,86549,95984,119,3561,404,448,404,1718,3890,3515,118,291,290,42914,5,352272,9,209515,5
LOT-115,TRAY-1587,211340,86729,96014,118,3574,404,454,405,1806,3886,3504,117,290,291,43092,9,350247,9,209594,9
LOT-115,TRAY-1591,211059,86667,100009,118,7140,405,483,405,1521,7671,5030,118,280,279,43848,5,344887,6,209262,5
LOT-115,TRAY-1592,211059,86668,100010,118,3567,405,446,405,1657,3890,3429,118,290,290,43004,5,348683,6,209621,6
LOT-115,TRAY-1593,210953,86513,99584,119,7055,405,520,405,2887,7642,7096,118,269,269,42785,7,345611,6,209013,6
LOT-115,TRAY-1595,210968,86665,100896,118,3560,404,469,404,1886,3880,3488,118,290,291,41901,5,347301,6,209534,5
LOT-115,TRAY-1600,210600,86520,100580,119,3561,404,451,404,1748,3877,3431,118,290,291,43059,5,348562,8,209602,6
LOT-115,TRAY-1602,210581,86674,101309,119,3544,405,450,405,1881,3879,3324,118,280,279,42866,6,348028,8,209446,8
LOT-115,TRAY-1603,210527,86493,100987,119,3543,404,452,404,1803,3876,3497,118,290,291,42866,6,348028,8,209447,9
LOT-115,TRAY-1609,210361,86500,101723,118,3555,405,461,405,1870,3872,3477,118,290,291,42987,5,347568,5,209490,6
LOT-115,TRAY-1617,209606,86518,102841,118,7018,405,493,405,2221,7668,6217,118,280,280,42763,6,346168,6,209633,6
LOT-115,TRAY-1622,209244,86598,104779,119,3551,405,455,404,1810,3877,3418,117,290,292,42494,5,344531,7,209370,6
LOT-115,TRAY-1623,209052,86500,104642,118,3555,405,452,405,1782,3878,3431,118,290,291,42899,5,344347,6,209334,5
LOT-115,TRAY-1629,209023,86541,104587,119,3548,405,447,404,1914,3864,3620,118,290,290,42994,5,343552,5,209303,6
LOT-115,TRAY-1630,209022,86541,104585,118,3554,405,449,404,1912,3887,3500,118,280,280,42970,5,343393,5,209313,6
LOT-115,TRAY-1631,209050,86556,104997,119,3553,406,455,405,1832,3889,3371,118,280,280,42762,6,343283,5,209213,6
LOT-115,TRAY-1634,209142,86498,105279,118,3546,404,450,404,1806,3896,3345,118,290,291,42365,8,344684,5,209319,6
LOT-115,TRAY-1636,208724,86491,104915,118,3582,404,450,404,1779,3891,3472,118,290,290,42762,6,343284,5,209213,6
LOT-115,TRAY-1638,208646,86483,105115,118,3546,405,458,405,1877,3872,3488,118,289,291,42994,13,344672,5,209256,6
LOT-115,TRAY-1640,208377,86505,105180,118,3556,404,451,404,1874,3889,3539,118,290,291,43020,8,343348,5,209167,6
LOT-115,TRAY-1641,208648,86481,105293,119,3576,405,453,406,1693,3891,3436,118,290,292,42994,13,344672,5,209255,5
LOT-115,TRAY-1645,208126,86477,105624,119,3543,404,456,405,1958,3882,3499,118,290,290,43884,5,344869,5,209201,6
LOT-115,TRAY-1646,208125,86477,105624,118,3552,404,447,404,1825,3876,3446,118,291,291,43884,5,344869,5,209201,6
LOT-115,TRAY-1648,208650,86503,105643,118,3560,405,449,405,1790,3887,3478,118,291,291,43912,5,344877,5,209223,6
LOT-115,TRAY-1652,208335,86504,105724,118,7107,405,487,406,1932,7704,5926,119,238,239,42751,6,344629,6,209634,6
LOT-115,TRAY-1656,208495,86489,106073,118,7052,404,501,405,2350,7677,6224,118,269,270,43055,6,344656,6,209603,5
LOT-115,TRAY-1658,208258,86491,106491,117,3550,405,447,405,1837,3886,3512,119,291,290,43468,5,343387,8,209400,6
LOT-115,TRAY-1662,207941,86487,106790,119,3547,405,457,405,1802,3876,3469,118,290,291,43267,5,342972,5,209475,5
LOT-115,TRAY-1663,206971,86490,106968,118,3554,404,452,404,1658,3878,3346,118,290,290,43349,6,344978,8,209399,5
LOT-115,TRAY-1664,206970,86490,106967,118,3555,404,443,404,1762,3880,3422,117,280,280,43350,6,344978,8,209400,6
LOT-115,TRAY-1668,207092,86459,107129,118,3568,405,450,405,1719,3879,3374,118,291,290,43316,5,345417,5,209262,5
LOT-115,TRAY-1669,207209,86468,107057,118,7114,406,478,404,1742,7687,5638,118,280,280,43039,5,344558,6,209671,6
LOT-115,TRAY-1670,207210,86469,107057,118,3553,405,451,405,1818,3878,3455,118,290,290,43089,5,345609,5,209209,6
LOT-115,TRAY-1671,207192,86513,107279,118,7079,404,493,405,1916,7647,5596,118,279,280,42944,5,345147,5,209571,6
LOT-115,TRAY-1672,207191,86513,107279,118,3551,405,445,405,1620,3868,3337,117,290,291,42851,5,345784,5,209101,5
LOT-115,TRAY-1675,206957,86495,107693,118,7150,405,510,405,1940,7677,5926,118,258,259,42931,6,344619,9,209475,7
LOT-115,TRAY-1709,204898,86567,108483,118,3558,404,448,404,1748,3878,3380,118,290,290,42806,5,346203,5,209582,5
LOT-116,TRAY-1597,210796,86511,100483,118,3552,404,458,404,1731,3879,3427,118,290,291,43058,5,348561,8,209602,6
LOT-116,TRAY-1601,210581,86675,101309,118,3551,405,451,405,1852,3881,3546,118,290,292,42938,6,349135,6,209311,5
LOT-116,TRAY-1605,210506,86498,101474,119,3539,405,448,406,1653,3878,3381,118,290,291,42937,6,349135,6,209311,5
LOT-116,TRAY-1611,210360,86657,102374,118,3548,405,446,404,1697,3879,3440,118,291,291,42939,14,347310,5,209457,6
LOT-116,TRAY-1612,210359,86657,102374,118,3547,405,456,405,1723,3877,3400,118,279,280,42938,14,347310,6,209457,6
LOT-116,TRAY-1613,210201,86654,102785,118,7036,405,487,405,2089,7670,6092,117,279,280,42793,5,345668,8,209473,5
LOT-116,TRAY-1614,210200,86654,102785,118,3553,405,452,405,1735,3882,3463,117,290,290,42910,6,346585,5,209555,5
LOT-116,TRAY-1616,209923,86656,103433,118,3567,404,453,404,1678,3887,3464,118,290,290,42982,5,344375,6,209553,6
LOT-116,TRAY-1618,209606,86519,102843,118,3561,405,452,405,1746,3882,3455,117,280,279,42911,6,346586,5,209555,5
LOT-116,TRAY-1625,209052,86526,104614,118,3561,404,455,405,1789,3882,3423,118,290,290,42904,14,345056,5,209284,6
LOT-116,TRAY-1627,209137,86556,104998,118,3544,405,468,405,2378,3871,3938,118,279,281,42921,5,344601,5,209115,5
LOT-116,TRAY-1628,209137,86555,104997,119,3548,405,447,405,1769,3875,3416,118,290,291,43044,5,342869,5,209214,5
LOT-116,TRAY-1642,208648,86480,105294,119,3554,405,451,404,1774,3883,3404,118,290,291,42365,8,344685,5,209319,6
LOT-116,TRAY-1644,208690,86503,105322,118,3561,405,451,405,1676,3885,3386,118,290,290,42921,5,344602,5,209116,5
LOT-116,TRAY-1649,208632,86499,105912,118,3557,405,447,405,1730,3884,3439,118,290,290,43834,5,344870,5,209225,5
LOT-116,TRAY-1651,208334,86503,105724,118,3567,405,447,405,1809,3890,3504,118,279,280,43848,5,344886,7,209262,6
LOT-116,TRAY-1657,208259,86490,106491,118,3568,404,457,405,1894,3885,3492,117,290,291,43469,5,343387,8,209400,6
LOT-116,TRAY-1660,208073,86484,106607,117,3555,405,448,404,1711,3878,3372,119,290,291,43445,5,344938,5,209299,6
