tray_id,defect_rate,cell_count,defect_count,c4_temp_avg_mean,c4_temp_avg_std,c4_capa_mean,c4_capa_std,c4_voltage_avg_mean,c4_voltage_avg_std,c4_curr_end_mean,c4_curr_end_std,c4_time_cc_mean,c4_time_cc_std,c4_time_cv_mean,c4_time_cv_std,dt_start_mean,lot_id,rta1_tat,hta1_tat,rta2_tat,ocv1_tat,c1_tat,dc1_tat,c2_tat,dc2_tat,c3_tat,dc3_tat,c4_tat,ocv2_tat,pg1_tat,pc1_tat,sa1_tat,socv1_tat,sa2_tat,socv2_tat,sa3_tat,socv3_tat
TRAY-1310,0.0,25,0,259.0,0.0,4307.24,20.0505195277661,3630.4,5.560275772537442,135.68,0.476095228569521,2166.16,9.481033698917026,1114.88,132.46990853271797,1725415520.0,LOT-107,207678,88599,41782,119,3569,405,450,404,1870,3902,3609,117,290,291,42967,5,345030,5,210095,8
TRAY-1311,0.0,24,0,271.0,0.0,4312.125,17.869849516409904,3623.125,15.269499294202536,135.95833333333334,0.20412414523193276,2159.75,95.3384132628515,948.4166666666666,269.31683566204043,1725416470.0,LOT-108,207540,86478,42534,118,3571,405,457,405,2638,3901,4364,118,290,291,42911,5,345534,5,210422,5
TRAY-1312,0.0,17,0,257.0,0.0,4284.0,6.041522986797315,3626.823529411765,5.294281043230054,135.8235294117647,0.3929526239966894,2157.764705882353,3.6147166514938855,1047.4117647058824,118.06939634359604,1725417030.0,LOT-108,207541,86479,42534,119,3566,405,445,405,1766,3896,3485,118,290,291,43041,5,345157,5,209959,6
TRAY-1313,0.0,24,0,279.0,0.0,4303.833333333333,13.392621806075653,3623.875,4.609182706011066,135.70833333333334,0.46430562148753535,2176.3333333333335,5.4507013243742435,960.4166666666666,96.48154437920806,1725417980.0,LOT-108,207488,88612,41504,118,3568,405,458,404,1677,3898,3406,117,279,280,43149,6,353013,6,209380,6
TRAY-1314,0.0,25,0,275.0,0.0,4290.56,9.699999999999955,3623.48,4.9254441424098765,135.76,0.4358898943540644,2166.56,5.1807335387955,995.04,106.39645984085496,1725418690.0,LOT-108,207487,88614,41504,118,3563,404,450,405,1408,3887,3441,117,290,291,42932,5,345912,5,210134,5
TRAY-1315,0.0,17,0,272.0,0.0,4314.705882352941,8.183555965183627,3627.823529411765,4.447405059661849,135.76470588235293,0.4372373160976058,2173.9411764705883,3.526162720211822,1059.1176470588234,99.09710033153165,1725419310.0,LOT-107,207283,88653,41435,118,3567,404,447,404,1738,3900,3475,117,290,290,42928,5,346317,4,210062,6
TRAY-1316,0.0,25,0,263.0,0.0,4303.24,7.785028366465083,3628.36,5.235137693190619,135.76,0.43588989435406894,2166.16,5.948949487094364,1067.6,116.63332857006752,1725420245.0,LOT-107,207283,88653,41435,118,3567,405,452,405,1733,3899,3521,118,290,290,42993,5,346562,5,209834,5
TRAY-1317,0.0,25,0,275.0,0.0,4316.68,5.573149917237091,3623.92,4.855580981372645,135.72,0.4582575694955836,2180.52,5.945025932099354,983.16,98.37203193320077,1725421315.0,LOT-107,207113,86465,42543,118,3570,406,452,404,1665,3904,3433,118,290,290,42914,5,351426,6,208390,5
TRAY-1318,0.0,25,0,258.0,0.0,4292.44,8.057501680628777,3628.96,5.982474404458334,135.44,0.5066228051190198,2157.8,5.049752469181064,1107.08,137.87401253801718,1725422385.0,LOT-107,207113,86464,42543,118,3561,405,453,404,1900,3894,3600,118,291,292,42898,5,345068,5,210116,8
TRAY-1319,0.0,25,0,260.0,0.0,4298.48,10.255567593588802,3626.64,5.171073389539169,135.72,0.4582575694955826,2165.12,4.657610259922297,1031.04,111.38502293097281,1725423290.0,LOT-108,207418,88627,41449,118,3555,404,445,405,1822,3884,3512,118,289,291,42911,5,354107,5,209756,6
TRAY-1320,0.0,16,0,260.0,0.0,4300.3125,7.4091722434648855,3629.1875,5.741297762701382,135.625,0.5000000000000002,2164.3125,5.1732484958678855,1087.3125,128.45166081708197,1725424135.0,LOT-108,207418,88628,41451,118,3575,405,445,405,1716,3907,3561,118,279,280,42911,5,354107,5,209756,6
TRAY-1321,0.0,25,0,296.0,0.0,4311.56,6.970652767137425,3622.88,4.502961988143647,135.68,0.476095228569525,2178.4,5.291502622129176,973.88,95.49839440186066,1725424665.0,LOT-107,207537,88559,40855,118,3583,404,448,404,1649,3907,3429,118,289,290,42536,5,345244,5,210205,6
TRAY-1322,0.0,17,0,262.0,0.0,4311.176470588235,9.754712285080732,3627.529411764706,4.83629050847374,135.58823529411765,0.5072996561958888,2171.764705882353,5.584906129075795,1049.4705882352941,110.1136445036779,1725425585.0,LOT-107,207536,88559,40855,118,3575,406,455,405,1683,3902,3482,118,290,290,42944,5,355485,5,210263,5
TRAY-1323,0.0,25,0,264.0,0.0,4288.32,13.30638944266994,3628.12,4.781213235152765,135.72,0.45825756949558905,2158.24,5.782732917920374,1060.04,108.73916804292125,1725426550.0,LOT-108,207589,88492,41050,119,3558,406,456,405,1797,3881,3543,117,290,290,42194,5,351494,5,209087,5
TRAY-1324,0.0,24,0,262.0,0.0,4300.125,14.250286038319272,3628.2083333333335,5.0817590814912785,135.66666666666666,0.4815434123430765,2163.625,10.67224152324346,1053.125,110.76976219795405,1725427620.0,LOT-108,207588,88493,41051,118,3570,405,458,405,1751,3899,3491,118,280,280,43046,5,350971,5,209547,5
TRAY-1325,0.08,25,2,259.0,0.0,4300.24,12.500933298491535,3629.16,4.844928620045311,135.68,0.4760952285695226,2163.24,6.660080079598562,1068.56,112.29948055682786,1725428435.0,LOT-108,207131,88524,40471,118,3560,404,451,404,1740,3892,3529,118,289,291,43024,14,346772,5,210992,5
TRAY-1326,0.0,25,0,261.0,0.0,4300.28,6.1814237842102235,3627.52,4.831493902855884,135.76,0.4358898943540708,2166.24,4.371117324742786,1040.88,105.28189144704167,1725429415.0,LOT-108,207131,88525,40471,118,3559,405,448,404,1747,3894,3481,118,290,291,43010,14,354263,13,209333,14
TRAY-1327,0.0,25,0,270.0,0.0,4318.72,5.968807809493148,3627.56,5.307855813163468,135.64,0.4898979485566363,2176.24,4.418521623046897,1059.04,117.4976879205147,1725430140.0,LOT-107,204663,88624,42067,119,3579,405,448,405,1741,3904,3531,118,291,291,42941,5,345651,5,210310,6
TRAY-1328,0.0,25,0,275.0,0.0,4313.72,11.879674518549209,3625.64,5.154932912592827,135.64,0.48989794855663954,2176.12,5.433844556726543,1044.92,113.00181414472951,1725430700.0,LOT-107,204662,88626,42068,118,3576,405,448,404,1708,3905,3503,118,290,290,42942,5,345651,5,210310,6
TRAY-1329,0.0,17,0,278.0,0.0,4295.235294117647,16.319196563268285,3626.0588235294117,7.50392054391644,135.41176470588235,0.5072996561958891,2165.529411764706,7.272530913124579,1012.8235294117648,160.85561666216296,1725431725.0,LOT-106,204797,88626,41788,118,3585,405,459,404,1769,3918,3557,117,290,291,42914,5,351427,6,208388,5
TRAY-1330,0.11764705882352941,17,2,284.0,0.0,4302.235294117647,8.310606263720231,3626.4117647058824,4.757347258838244,135.7058823529412,0.46966821831386535,2169.176470588235,5.294281043230083,1056.0588235294117,106.2441001822191,1725432255.0,LOT-107,204797,88626,41788,119,3578,405,458,405,1651,3898,3475,118,290,290,42935,5,344566,6,209832,8
TRAY-1331,0.11764705882352941,17,2,272.0,0.0,4290.117647058823,10.166626486580926,3628.823529411765,5.198981800766943,135.7058823529412,0.46966821831385824,2158.4117647058824,6.27553606803249,1064.5882352941176,113.59360612702272,1725432800.0,LOT-108,204803,88562,40393,119,3571,404,457,404,1766,3904,3492,118,290,291,42994,5,346563,5,209834,5
TRAY-1332,0.0,17,0,274.0,0.0,4318.705882352941,4.805786952757499,3625.294117647059,4.753481696114315,135.8235294117647,0.3929526239966899,2177.470588235294,3.164602010103818,1024.0,102.00183821873016,1725433435.0,LOT-107,204803,88562,40393,118,3578,405,458,405,1448,3903,3463,118,290,291,42916,5,352821,5,208568,5
TRAY-1333,0.28,25,7,284.0,0.0,4281.12,14.018796905107664,3624.56,4.646504062195596,135.8,0.4082482904638631,2158.88,6.159816014568366,1005.28,97.39674874792622,1725434355.0,LOT-108,205245,88673,40149,118,3557,404,455,404,1640,3893,3426,117,290,290,42194,5,351494,5,209087,6
TRAY-1334,0.0,25,0,270.0,0.0,4296.08,17.693972608396,3625.72,3.668787265568832,135.56,0.5066228051190266,2164.2,9.15150260886143,992.32,78.6440928063471,1725434945.0,LOT-108,205244,88673,40149,118,3566,404,453,405,1429,3904,3403,117,290,292,43044,5,350511,5,209565,5
TRAY-1335,0.11764705882352941,17,2,289.0,0.0,4279.0,6.051859218455107,3623.470588235294,5.112700449112308,135.58823529411765,0.5072996561958786,2161.1176470588234,4.728667266540012,982.9411764705883,109.94741390105278,1725435895.0,LOT-108,205593,88629,40367,118,3574,405,453,405,1717,3899,3460,118,290,290,42968,5,350800,5,209350,6
TRAY-1336,0.0,23,0,271.0,0.0,4277.521739130435,5.655806069208062,3626.4347826086955,5.7904787598932,135.7826086956522,0.42174116783665266,2156.1739130434785,4.355270306954615,1034.1304347826087,129.07513821161623,1725436575.0,LOT-108,205593,88630,40367,118,3539,405,453,405,1864,3876,3482,118,280,281,43019,5,352901,5,209269,5
TRAY-1337,0.12,25,3,259.0,0.0,4286.76,5.7247998509409435,3628.28,4.756749590494215,135.68,0.4760952285695233,2157.0,3.8188130791300083,1073.12,108.4847608345676,1725437330.0,LOT-108,205362,86482,41073,120,3549,405,453,405,1782,3880,3520,118,290,291,43024,14,346772,6,210992,5
TRAY-1338,0.0,17,0,278.0,0.0,4334.588235294118,24.171416030948134,3624.5882352941176,5.635366265042278,135.52941176470588,0.5144957554275229,2188.529411764706,9.728294089014407,1000.4117647058823,126.67332928813853,1725437875.0,LOT-107,205362,86482,41073,118,3609,405,454,405,1726,3932,3535,118,290,291,42933,5,345912,5,210134,5
TRAY-1339,0.2,25,5,287.0,0.0,4283.8,13.184586961043744,3626.0,4.573474244670754,135.72,0.45825756949558516,2160.2,7.123903424387432,1028.88,99.48631396662891,1725438675.0,LOT-108,205715,86474,40890,118,3571,405,461,404,1693,3902,3439,118,290,291,43010,14,354264,13,209333,14
TRAY-1340,0.04,25,1,285.0,0.0,4276.52,6.583565396753854,3623.4,5.4696130271406,135.64,0.48989794855663515,2157.88,3.9509492530276527,998.56,117.43156872550641,1725439265.0,LOT-108,205714,86474,40889,118,3557,404,457,405,1595,3880,3456,118,290,291,42917,5,352821,5,208568,5
TRAY-1341,0.058823529411764705,17,1,258.0,0.0,4273.588235294118,7.826707669331844,3627.8823529411766,4.8590425103765345,135.7058823529412,0.4696682183138658,2148.470588235294,5.173461692363545,1039.0588235294117,108.87806860671901,1725440170.0,LOT-108,205843,88587,39467,118,3560,404,460,404,1849,3890,3520,118,290,291,43051,4,351453,4,209373,5
TRAY-1343,0.0,25,0,271.0,0.0,4284.64,18.705792329294155,3626.68,5.41387107345565,135.76,0.43588989435406916,2158.68,8.571853164086862,1038.28,123.30805596824024,1725441905.0,LOT-108,206287,88620,39674,118,3578,405,457,405,1708,3901,3539,118,290,291,43045,5,350511,5,209564,5
TRAY-1344,0.0,25,0,274.0,0.0,4286.96,19.08638258025866,3623.76,4.115823125451317,135.64,0.4898979485566371,2164.48,9.557370628647373,956.16,85.8732981393712,1725442780.0,LOT-108,206287,88621,39675,118,3615,404,461,405,1636,3944,3391,117,290,291,42929,5,346317,5,210062,6
TRAY-1345,0.0,17,0,277.0,0.0,4289.235294117647,22.612301441263785,3624.8823529411766,7.321905087997744,135.64705882352942,0.4925921830718886,2166.470588235294,9.408225437475155,993.5294117647059,156.19863861725028,1725443715.0,LOT-108,206310,88549,40022,118,3575,405,451,405,1633,3901,3502,118,280,280,42998,5,352837,5,209430,5
TRAY-1346,0.0,25,0,284.0,0.0,4286.32,16.453773629981377,3620.88,4.323578764557584,135.8,0.408248290463862,2165.76,7.007614905705576,922.0,91.88579868510693,1725444500.0,LOT-109,206309,88549,40022,119,3570,405,449,405,1684,3893,3400,117,290,291,43123,5,350571,5,210944,5
TRAY-1347,0.0,16,0,292.0,0.0,4298.875,14.235518957874424,3622.0,5.266244708835035,135.625,0.4999999999999993,2172.875,10.210288928330941,963.6875,106.56811202231182,1725445555.0,LOT-108,206537,88515,39322,119,3580,406,453,405,1624,3897,3422,118,279,280,42968,5,350800,5,209350,6
TRAY-1348,0.0,16,0,294.0,0.0,4301.375,16.227035054706278,3625.125,6.031859856904293,135.625,0.4999999999999979,2171.375,5.289927535735649,1029.4375,133.988541176724,1725446370.0,LOT-109,206537,88515,39323,118,3571,405,451,404,1768,3889,3560,117,280,280,42932,5,349583,5,209400,5
TRAY-1349,0.0,17,0,282.0,0.0,4294.235294117647,4.161271016238743,3625.764705882353,3.9135886946111302,135.76470588235293,0.4372373160976061,2166.3529411764707,3.5167665630268004,1020.0588235294117,83.5272938836726,1725447290.0,LOT-109,206450,88547,39961,117,3562,405,451,404,1670,3891,3431,117,290,291,42911,6,350564,5,210862,5
TRAY-1350,0.24,25,6,288.0,0.0,4284.4,9.806460455571072,3623.76,4.6572524088779135,135.76,0.43588989435407205,2164.84,4.642915750545922,977.84,98.7090336966852,1725448180.0,LOT-109,206450,88547,39961,118,3563,404,453,405,1665,3884,3415,118,290,291,43051,4,351454,4,209373,5
TRAY-1351,0.0,25,0,281.0,0.0,4283.12,7.264755100254001,3624.12,5.08527285403649,135.72,0.4582575694955813,2165.36,4.414748010928898,971.64,108.03351331878454,1725449130.0,LOT-108,207000,88308,39436,118,3568,404,449,404,1673,3888,3423,118,290,291,42998,5,352837,5,209430,5
TRAY-1352,0.0,25,0,278.0,0.0,4275.4,5.3307285305733725,3624.52,4.610856753359399,135.68,0.4760952285695251,2159.44,4.735328218120961,976.32,96.60129398719253,1725449840.0,LOT-108,207000,88308,39436,119,3548,406,449,405,1726,3874,3405,118,290,291,42962,5,352534,5,208483,6
TRAY-1353,0.11764705882352941,17,2,265.0,0.0,4290.705882352941,11.284750251347779,3627.529411764706,17.135918588810878,135.88235294117646,0.3321055820775428,2140.4117647058824,107.0846970997312,1022.1176470588235,303.1923651646223,1725450550.0,LOT-108,207290,88427,46220,118,3540,405,449,405,2386,3883,3991,117,290,291,43058,5,351495,5,209391,6
TRAY-1354,0.11764705882352941,17,2,261.0,0.0,4297.294117647059,4.934124870257602,3627.294117647059,4.579365483917402,135.58823529411765,0.5072996561958933,2166.0588235294117,4.492641041682741,1040.7058823529412,102.61503587796136,1725451515.0,LOT-110,207291,88427,46220,118,3545,404,451,405,1891,3885,3461,118,291,290,42606,5,351960,5,209496,5
TRAY-1355,0.0,25,0,282.0,0.0,4300.96,6.636264009214851,3624.96,4.799999999999984,135.72,0.4582575694955826,2172.48,4.682591874877283,1003.08,104.91342462557719,1725452495.0,LOT-109,207385,88100,45273,118,3556,404,447,405,1889,3894,3447,118,290,290,42813,5,351401,5,209525,6
TRAY-1356,0.058823529411764705,17,1,275.0,0.0,4282.0,10.049875621120977,3628.294117647059,5.335783750799333,135.8235294117647,0.39295262399669356,2157.1176470588234,5.182691783006863,1083.7058823529412,120.35144614102191,1725453055.0,LOT-108,207385,88101,45274,118,3557,405,457,405,1964,3890,3533,118,291,291,42321,5,351815,5,208819,5
TRAY-1357,0.0,17,0,280.0,0.0,4289.764705882353,9.317519866927448,3623.764705882353,5.1420984501065385,135.7058823529412,0.4696682183138633,2166.1176470588234,3.91922111109426,994.5882352941177,113.09236204510532,1725453600.0,LOT-109,206481,88410,39192,117,3561,405,444,405,1743,3886,3491,119,289,291,42932,5,349583,5,209400,5
TRAY-1358,0.0,17,0,271.0,0.0,4286.117647058823,7.53228345972505,3625.1176470588234,4.060208629817709,135.58823529411765,0.5072996561958931,2161.705882352941,4.831727251749106,990.9411764705883,86.6771816773562,1725454160.0,LOT-108,206481,88411,39192,119,3557,405,449,405,1657,3884,3392,117,290,290,43012,5,350996,5,208357,6
TRAY-1359,0.0,25,0,277.0,0.0,4294.84,5.602677931132533,3624.88,4.666547617529331,135.64,0.48989794855664265,2167.4,5.53022000767896,984.2,95.80144396963263,1725454750.0,LOT-108,206490,88404,39530,119,3557,405,453,405,1632,3888,3404,118,290,291,42963,5,352534,6,208483,6
TRAY-1360,0.0,25,0,271.0,0.0,4283.04,10.426248925987839,3625.48,5.478138369920937,135.76,0.4358898943540706,2159.8,4.252450274057609,999.44,118.71502291903359,1725455820.0,LOT-108,206490,88404,39531,119,3549,405,447,406,1672,3882,3437,118,290,289,43017,5,352901,5,209269,5
TRAY-1361,0.0,16,0,294.0,0.0,4304.8125,7.67870431778703,3624.6875,3.7366428783066645,135.75,0.447213595499961,2174.875,5.402160061802463,1002.125,77.6349362937417,1725456635.0,LOT-109,207449,88394,45289,119,3565,404,448,404,1725,3897,3413,118,280,280,42778,5,352073,5,209491,6
TRAY-1362,0.0,17,0,291.0,0.0,4286.35294117647,7.873540947935936,3622.823529411765,6.616601224549201,135.58823529411765,0.5072996561958908,2165.4117647058824,4.04751194453781,992.8235294117648,141.24103303135638,1725457405.0,LOT-108,207450,88394,45288,118,3559,405,445,405,1824,3891,3476,117,290,292,42982,6,351097,5,209435,6
TRAY-1363,0.0,17,0,294.0,0.0,4291.823529411765,5.7688310570431005,3620.1176470588234,4.97345896913279,135.7058823529412,0.46966821831386435,2170.470588235294,3.8748814023596587,928.2941176470588,98.45669397372274,1725458055.0,LOT-109,207642,87864,45147,119,3561,405,451,405,1784,3890,3399,118,290,291,42983,5,351097,5,209434,6
TRAY-1364,0.0,17,0,294.0,0.0,4282.705882352941,7.662936006211593,3625.9411764705883,4.190324990906,135.76470588235293,0.43723731609760264,2160.0,4.609772228646444,1040.7058823529412,90.38996397961056,1725458705.0,LOT-108,207643,87864,45149,119,3548,405,461,405,1854,3881,3451,118,291,291,42897,5,351981,5,209567,5
TRAY-1365,0.0,17,0,291.0,0.0,4285.058823529412,6.299509784849375,3625.8823529411766,4.385805982672633,135.8235294117647,0.39295262399669,2163.294117647059,3.495795794278305,1034.0,95.5889637981289,1725459535.0,LOT-109,208170,87861,45041,118,3556,405,447,404,1723,3885,3437,118,290,291,42964,5,351794,6,209421,6
TRAY-1366,0.0,25,0,297.0,0.0,4294.24,6.893716946128129,3621.36,5.146843692983088,135.76,0.43588989435406233,2171.88,5.73962832710772,938.68,101.94390614450677,1725460305.0,LOT-109,208170,87861,45042,118,3557,405,446,405,1714,3886,3371,118,290,290,42607,5,351961,5,209496,5
TRAY-1367,0.0,25,0,281.0,0.0,4296.48,6.702735759871986,3626.04,4.860384072615292,135.76,0.43588989435406683,2167.16,3.5199431813596624,1029.76,107.36514021475189,1725461030.0,LOT-110,208926,87821,44906,118,3560,405,447,405,1857,3891,3483,118,290,291,42964,5,351795,6,209419,6
TRAY-1368,0.0,25,0,286.0,0.0,4303.16,6.7742158217765205,3625.48,4.822862220715015,135.68,0.4760952285695222,2172.76,3.886729559239477,1009.24,104.21263519042849,1725461800.0,LOT-110,208926,87821,44905,118,3558,405,461,405,1852,3895,3444,118,291,290,42321,5,351815,5,208820,5
TRAY-1369,0.0,17,0,288.0,0.0,4318.117647058823,9.538621185352003,3624.3529411764707,4.32927789115262,135.7058823529412,0.469668218313869,2181.0588235294117,4.450710452210119,996.5294117647059,91.67068618638321,1725462375.0,LOT-109,208310,87781,44855,118,3570,405,448,405,1764,3908,3413,118,290,290,42813,5,351401,5,209526,5
TRAY-1370,0.0,17,0,287.0,0.0,4308.705882352941,5.181272839302532,3620.529411764706,4.5977935884892345,135.8235294117647,0.39295262399668857,2179.705882352941,3.2550865173285777,917.2352941176471,92.78842156471133,1725462980.0,LOT-108,208310,87780,44855,118,3567,405,447,404,1773,3903,3415,118,290,291,42897,5,351982,5,209568,5
TRAY-1371,0.0,16,0,278.0,0.0,4294.125,9.337201579345676,3627.5,4.412104562073134,135.5625,0.5123475382979747,2164.125,4.318564576337821,1045.1875,97.29352068183508,1725463840.0,LOT-110,208863,87565,44905,118,3556,405,448,405,1788,3899,3476,118,289,291,42962,13,351525,5,209293,5
TRAY-1372,0.0,14,0,277.0,0.0,4290.5,7.2509946267335375,3625.714285714286,4.177385480243497,135.57142857142858,0.5135525910130945,2164.214285714286,5.323078511084077,1015.2857142857143,89.03450374513723,1725464385.0,LOT-110,208863,87564,44905,118,3542,405,458,405,1763,3890,3426,117,290,291,43054,14,351589,5,209440,5
TRAY-1373,0.0,25,0,282.0,0.0,4305.0,5.57524289455914,3626.24,5.174295443181988,135.64,0.4898979485566326,2169.52,4.565449959569567,1047.8,113.17758906544465,1725465170.0,LOT-110,209174,87580,44858,117,3564,404,451,405,1712,3893,3500,118,290,290,43059,5,351496,5,209391,6
TRAY-1374,0.0,16,0,282.0,0.0,4307.3125,11.464256045058736,3626.4375,4.871259248558467,135.625,0.500000000000003,2173.3125,6.289872812704566,1035.5625,108.04626709578328,1725466105.0,LOT-109,209174,87581,44859,119,3562,405,449,405,1748,3896,3479,118,290,291,43054,14,351590,5,209440,5
TRAY-1375,0.0,16,0,282.0,0.0,4299.875,6.042902172521384,3626.6875,4.42295150323852,135.5625,0.512347538297982,2168.0,4.442221666388723,1047.875,96.4813453471706,1725467115.0,LOT-110,209112,87702,44883,119,3554,407,449,405,1731,3887,3452,118,290,291,42912,8,351798,5,209510,6
TRAY-1376,0.0,25,0,288.0,0.0,4297.44,10.364522822268826,3622.56,4.528428719397877,135.56,0.5066228051190234,2172.16,5.3594153910041795,972.68,93.48383104401884,1725467975.0,LOT-109,209111,87704,44884,118,3563,405,450,405,1742,3899,3430,118,290,291,42912,8,351797,5,209510,6
TRAY-1377,0.125,16,2,299.0,0.0,4294.5625,8.469307330984524,3626.5,5.910442735813683,135.625,0.5000000000000007,2167.375,7.796366675146419,1044.75,124.6512468182061,1725468625.0,LOT-109,209649,87586,44894,118,3565,405,451,405,1725,3891,3481,117,290,290,42961,13,351523,5,209293,5
TRAY-1378,0.0,13,0,297.0,0.0,4296.307692307692,6.575010968110157,3622.4615384615386,4.629891730472522,135.46153846153845,0.5188745216627711,2170.5384615384614,5.092729860879865,965.2307692307693,96.35191906595482,1725469470.0,LOT-109,209649,87585,44894,119,3559,405,455,406,1680,3896,3409,118,269,270,42954,6,351537,6,209196,9
TRAY-1379,0.08,25,2,281.0,0.0,4286.72,10.35020128628753,3623.2,4.734624237113965,135.84,0.3741657386773924,2162.92,6.849087530467048,989.2,99.91538086467637,1725470105.0,LOT-109,210054,87539,44832,118,3564,405,447,405,1630,3890,3406,118,290,292,42913,13,351244,14,209243,15
TRAY-1380,0.0,25,0,278.0,0.0,4308.64,7.5491721400430665,3624.32,3.902136167109883,135.8,0.40824829046386496,2173.16,4.487761134463405,991.36,80.59873861709416,1725470875.0,LOT-109,210053,87538,44833,118,3576,406,446,405,1599,3893,3403,118,290,291,42964,5,351260,5,209346,5
TRAY-1381,0.04,25,1,284.0,0.0,4301.96,9.057593499379694,3625.16,5.0139804546886895,135.76,0.43588989435405984,2170.4,6.231639698613228,1011.28,105.57285004520176,1725471915.0,LOT-109,210033,86494,44850,119,3572,406,448,405,1670,3898,3439,118,290,291,43068,5,351549,5,208973,6
TRAY-1382,0.0,23,0,291.0,0.0,4295.782608695652,8.623206120374634,3623.8260869565215,4.579124310022646,135.7391304347826,0.4489777585448778,2169.0,5.213618530523489,984.8260869565217,95.82875454490919,1725472445.0,LOT-109,210033,86494,44851,119,3572,405,445,405,1641,3893,3397,118,291,291,43068,5,351548,5,208973,6
TRAY-1383,0.0,21,0,281.0,0.0,4284.666666666667,7.683315256667217,3625.6190476190477,4.3413844620834,135.76190476190476,0.43643578047198717,2161.0,4.77493455452535,1014.7142857142857,94.29694738279862,1725473440.0,LOT-110,210116,87352,95806,119,3571,405,453,404,1671,3885,3433,118,290,291,43236,5,344301,5,209285,5
TRAY-1384,0.0,23,0,282.0,0.0,4286.782608695652,11.020462462409377,3622.1304347826085,5.163722651397291,135.7391304347826,0.44897775854488087,2167.6521739130435,5.330944787935414,952.9130434782609,111.63980759709416,1725474300.0,LOT-109,210115,87352,95805,119,3559,404,448,404,1707,3887,3421,118,290,290,43236,5,344301,5,209285,5
TRAY-1385,0.0,23,0,284.0,0.0,4317.130434782609,8.236859219530501,3621.7391304347825,3.863787488325437,135.65217391304347,0.48698475355767246,2182.2608695652175,4.947151534003688,942.5652173913044,80.74078956026025,1725475340.0,LOT-109,209522,86518,44965,118,3573,405,453,405,1645,3899,3369,118,290,291,42850,6,351164,5,209490,5
TRAY-1386,0.0,21,0,286.0,0.0,4302.571428571428,7.075107268242905,3624.809523809524,4.8126816601459,135.71428571428572,0.46291004988627515,2171.285714285714,4.627557208105093,1006.7142857142857,103.74880377967877,1725476365.0,LOT-110,209522,86518,44964,118,3566,404,453,404,1686,3895,3464,119,289,291,41254,9,351225,9,209403,9
TRAY-1387,0.0,21,0,291.0,0.0,4302.333333333333,4.973261840415531,3621.7619047619046,4.559657464160679,135.66666666666666,0.4830458915396504,2176.0476190476193,4.341384462083368,946.4761904761905,91.71238686656184,1725476985.0,LOT-108,209756,86473,44917,118,3573,405,450,406,1591,3893,3395,118,291,292,42954,6,351537,6,209196,9
TRAY-1388,0.0,21,0,283.0,0.0,4284.714285714285,6.388605928861604,3624.095238095238,5.185602779858538,135.66666666666666,0.48304589153965255,2162.6666666666665,5.561774297230475,1006.4285714285714,112.90286596387685,1725477560.0,LOT-109,209755,86474,44919,118,3563,405,459,405,1721,3885,3459,118,290,290,42913,13,351243,14,209242,15
TRAY-1389,0.0,21,0,295.0,0.0,4301.761904761905,14.411470299399767,3620.3809523809523,4.443829322512245,135.61904761904762,0.4976133515281176,2177.095238095238,6.88407409827032,921.6190476190476,89.61834421058902,1725478150.0,LOT-109,210463,87172,95543,118,3574,405,447,405,1592,3906,3362,118,290,290,42908,6,344895,5,209359,6
TRAY-1390,0.0,21,0,293.0,0.0,4301.380952380952,6.530514455049969,3622.3809523809523,4.3528862893049665,135.61904761904762,0.4976133515281184,2174.5714285714284,4.3539801167601615,960.7619047619048,92.56073938874127,1725479040.0,LOT-110,210463,87173,95544,119,3569,406,446,405,1603,3893,3382,119,291,291,42907,6,344895,5,209358,6
TRAY-1391,0.0,23,0,291.0,0.0,4293.782608695652,7.217129382361112,3626.7391304347825,5.8170391664516155,135.69565217391303,0.47047196889696374,2168.086956521739,5.783307039765885,1046.9565217391305,123.75726912015733,1725479570.0,LOT-110,210562,87051,95498,118,3565,405,447,404,1586,3887,3497,118,290,291,41989,5,344934,6,209275,6
TRAY-1392,0.0,25,0,286.0,0.0,4286.52,6.880649194177351,3623.48,5.292447448959737,135.64,0.489897948556638,2165.8,3.851406669430393,987.52,111.70464030946373,1725480655.0,LOT-110,210562,87052,95498,118,3561,405,445,404,1689,3884,3444,118,290,291,41988,5,344935,6,209275,6
TRAY-1393,0.0,23,0,253.0,0.0,4286.304347826087,6.204359043950611,3629.0434782608695,4.646389222431109,135.65217391304347,0.4869847535576732,2155.913043478261,4.326588446909702,1071.1739130434783,103.34745111599949,1725481740.0,LOT-110,210819,87292,96360,118,3553,405,448,404,1781,3882,3494,118,290,291,42833,5,344589,5,208885,6
TRAY-1394,0.0,21,0,256.0,0.0,4286.809523809524,7.507456610724038,3627.809523809524,4.365994132142754,135.52380952380952,0.5117663157191594,2156.6190476190477,4.914022695065533,1056.095238095238,97.71688941114773,1725482735.0,LOT-109,210820,87291,96360,118,3559,405,452,405,1716,3882,3475,118,291,291,42833,5,344588,5,208885,6
TRAY-1395,0.5454545454545454,22,12,260.0,0.0,4293.909090909091,6.209892959042764,3628.5,5.526990053150013,135.5,0.5117663157191594,2161.090909090909,4.417595671307107,1071.2727272727273,125.14645965282585,1725483805.0,LOT-111,210458,87208,94797,118,3553,405,450,405,1728,3884,3534,118,280,281,43044,5,356340,6,204870,6
